incident_number,Day and Month Reported,Year Reported,Police Shift,Offense Code,Offense Type,Offense Definition,Offense Sub-Category,Offense Category,Block Code,Ward,Source,Date,Time,Type,Description,latitude,longitude
23055202,9/26,2023,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173510011004,3              ,October 2nd 2023 - August 1st 2023 Crime News,9/26/23,8:48 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Belmont St for report of a past breaking and entering. Upon arrival, officers spoke with the reporting party who stated the front door was forced open. Nothing was",42.385981982174926,-71.11042904497332
23055247,9/26,2023,Day Shift (8AM - 4PM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173501091013,4              ,October 2nd 2023 - August 1st 2023 Crime News,9/26/23,12:58 PM,Assault,"Somerville Police responded to Temple St & Broadway for report of an assault. Upon arrival, officers observed a male party lying on the ground suffering from an injury to his face. Officers spoke with a witness who stated the victim was inside a nearby business and got involved in an argument with another male. During the argument, the other male punched the victim.",42.39260989687286,-71.09209217256662
23055488,9/27,2023,Day Shift (8AM - 4PM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173501071001,1              ,October 2nd 2023 - August 1st 2023 Crime News,9/27/23,2:39 PM,Assault,"Somerville Police responded to a residence on Maine St for report of an assault. Upon arrival, officers spoke with the victim who stated she got involved in an argument with her neighbor while on the porch of his residence. During the argument, the victim was pushed down the stairs of the porch. She suffered injuries to her back and neck.",42.389330750432286,-71.08201965346541
23056214,10/1,2023,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173514031000,1              ,October 2nd 2023 - August 1st 2023 Crime News,10/1/23,8:15 AM,Commercial Breaking & Entering,"Somerville Police responded to a business on Broadway for report of a past breaking and entering. Upon arrival, officers spoke the owner who stated a male party broke the front window with a piece of asphalt then reached in and stole several vape pens.",42.38512810546521,-71.07838275138916
23057189,10/5,2023,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173515001003,2              ,January 1st 2024 - October 3rd 2023 Crime News,10/5/23,10:07 PM,Assault,"Somerville Police responded to a business on Linwood St for report of a dispute. Upon arrival, officers spoke with the victim who stated he was pepper sprayed by a female party following an altercation. The female then left and came back shortly after with a male party who was holding a bat",42.378756549171094,-71.08819864292694
23057501,10/7,2023,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173501061015,1              ,January 1st 2024 - October 3rd 2023 Crime News,10/7/23,2:55 AM,Commercial Breaking & Entering,"Somerville Police responded to a business in Assembly Row for a past breaking and entering. Upon arrival, officers spoke with the manager who stated the front window was smashed with a chair and the cash register was found on the ground inside. Approximately $2,000 USD was reported",42.39458122149659,-71.08008094022223
23057862,10/8,2023,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173501091023,4              ,January 1st 2024 - October 3rd 2023 Crime News,10/8/23,7:40 PM,Assault,"Somerville Police responded to Broadway & Marshall St for report of an assault. Upon arrival, officers spoke with a female victim who stated she was punched in the head by a male party who was still on scene. While officers were speaking with the victim, the male suspect kicked another male in the head. Officers identified the suspect.",42.39161480435099,-71.09174243557891
23057922,10/9,2023,Last Half (Midnight - 8AM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173512041004,2              ,January 1st 2024 - October 3rd 2023 Crime News,10/9/23,1:27 AM,Assault,"Somerville Police responded to a business on Somerville Ave for report of a fight. Upon arrival, officers spoke with a female victim who stated she was inside the business selling chocolate and was approached by a male party. The male party then grabbed her hand and touched her face. He then fled the area.",42.38399476033164,-71.10859343103941
23058654,10/12,2023,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173515002010,2              ,January 1st 2024 - October 3rd 2023 Crime News,10/12/23,5:07 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Prospect St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated he heard footsteps near his room then observed a male party flee out the back door. Nothing was reported missing.",42.37544537372764,-71.09616286917671
23058763,10/12,2023,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173505002005,7              ,January 1st 2024 - October 3rd 2023 Crime News,10/12/23,4:13 PM,Residential Breaking & Entering,Somerville Police took a report regarding a past breaking and entering at a residence on Broadway. The victim stated she was sitting in her living room and a male party entered into her apartment through the door. He took a step inside then fled. Nothing was reported missing.,42.40143987399837,-71.12533168636679
23059256,10/14,2023,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173512042006,2              ,January 1st 2024 - October 3rd 2023 Crime News,10/14/23,10:07 AM,Residential Breaking & Entering,"Somerville Police responded to a business on Bow St for report of a past breaking and entering. Upon arrival, officers observed a male party sleeping in the basement. Nothing was reported missing.",42.38210317109848,-71.09928556225854
23059362,10/14,2023,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173504005001,6              ,January 1st 2024 - October 3rd 2023 Crime News,10/14/23,7:32 PM,Assault,"Somerville Police responded to a business on Lowden Ave for report of an unwanted individual. Upon arrival, officers spoke with the victim who stated he was engaged in an argument with a male party. During the argument, the male party brandished a broken beer bottle and pointed it at the victim. Officers identified the male suspect.",42.399988877327544,-71.11430970595694
23059876,10/16,2023,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173513002010,3              ,January 1st 2024 - October 3rd 2023 Crime News,10/16/23,5:10 PM,Assault,"Somerville Housing Police responded to a residence on Warren Ave for report of an assault. Upon arrival, officers spoke with the victim who stated she was involved in an altercation with a male party. During the altercation, the male party brandished a wooden stick and threatened to hit her with it.",42.38069554047191,-71.0955931937221
23060381,10/18,2023,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173501081014,4              ,January 1st 2024 - October 3rd 2023 Crime News,10/18/23,10:35 PM,Assault,"Somerville Housing officers responded to 25 Memorial Rd for report of threats with a handgun. Upon arrival, officers spoke with the victim who stated while driving down Memorial Rd, he collided with a dark grey vehicle occupied by four teenage black males. When the victim exited his vehicle to take a picture, one of the male passengers in the other vehicle displayed a handgun and told him not to call police.",42.396541269746905,-71.09162318773318
23060848,10/20,2023,First Half (4PM - Midnight),120,Robbery,"The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.",Robbery,Crimes against Property,250173509003002,6              ,January 1st 2024 - October 3rd 2023 Crime News,10/20/23,7:07 PM,Robbery,"Somerville Police responded to a business in Davis Sq for report of an assault. Upon arrival, officers spoke with an employee who stated a male party entered the business and stole a drink. When an employee approached him, the male suspect grabbed a fork and knife from a nearby table and pointed it at him. Officers identified the suspect.",42.396896065863025,-71.12352490662272
23060879,10/20,2023,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173501061005,1              ,January 1st 2024 - October 3rd 2023 Crime News,10/20/23,10:14 PM,Assault,"Somerville Police responded to Foley St for report of a past assault. Upon arrival, officers spoke with the victim who stated he was surrounded by a large group of juveniles. He attempted to walk away and one of the juveniles punched him in the head multiple times. The group then fled",42.392539195163344,-71.07890313011109
23060971,10/21,2023,Day Shift (8AM - 4PM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173511022004,2              ,January 1st 2024 - October 3rd 2023 Crime News,10/21/23,10:46 AM,Assault,"Somerville Police responded to Greene St for report of an assault. Upon arrival, officers spoke with the victim who stated he was walking his dog and was approached by a female party asking him to cross the street and a verbal argument ensued. During the argument, the female party pepper sprayed the victim. Officers identified the female suspect.",42.38413640499758,-71.1026983044062
23061240,10/22,2023,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173504001004,6              ,January 1st 2024 - October 3rd 2023 Crime News,10/22/23,4:05 PM,Residential Breaking & Entering,"Somerville Police responded to Bromfield Rd to assist Tufts PD with a past breaking and entering. Tufts officers informed Somerville Police that a student on the first floor heard footsteps on the vacant floor above. Officers searched the unit and discovered a fire escape with a ripped screen. Inside the unit was a half-eaten loaf of bread, a blanket and a sweatshirt.",42.40488885823588,-71.11642125239221
23061476,10/23,2023,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173504001003,6              ,January 1st 2024 - October 3rd 2023 Crime News,10/23/23,6:11 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on College Ave for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated someone broke into her apartment and stole a",42.403120604613505,-71.11667106206635
23061696,10/24,2023,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173512043003,2              ,January 1st 2024 - October 3rd 2023 Crime News,10/24/23,8:24 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Ivaloo St for report of a past breaking and entering. Upon arrival, officers spoke with the victims who stated someone entered their apartment and stole jewelry",42.38105080873854,-71.10853468129451
23061740,10/25,2023,Last Half (Midnight - 8AM),120,Robbery,"The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.",Robbery,Crimes against Property,250173504004007,6              ,January 1st 2024 - October 3rd 2023 Crime News,10/25/23,2:18 AM,Robbery,"Somerville Police responded to College Ave for report of an individual being attacked. Upon arrival, officers spoke with the victim who stated three males stole his phone. Shortly after, the same group of males approached him again and told him to go down an alley and they will return the phone. The victim refused and the suspects pepper sprayed him and tackled him to the",42.39682547365073,-71.12103833993245
23061841,10/25,2023,Day Shift (8AM - 4PM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173514042005,4              ,January 1st 2024 - October 3rd 2023 Crime News,10/25/23,2:30 PM,Assault,"Somerville Police responded to Leathers Park for report of a fight. Upon arrival, officers observed a juvenile male suffering from multiple injuries. He stated he was involved in an altercation with a group of individuals and they began attacking him.",42.38735873350276,-71.09451564587461
23062031,10/26,2023,Day Shift (8AM - 4PM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173515002000,2              ,January 1st 2024 - October 3rd 2023 Crime News,10/26/23,1:55 PM,Arrest,"Somerville Police responded to Prospect St & Webster Ave for report of a fight. Upon arrival, officers spoke with the victim who stated he got into an altercation with a male party known to him. During the altercation, the male suspect brandished a rock. Officers located the suspect and he was",42.37592514413026,-71.09222449713653
23062184,10/27,2023,Last Half (Midnight - 8AM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173501061016,1              ,January 1st 2024 - October 3rd 2023 Crime News,10/27/23,1:51 AM,Arrest,"Somerville Police responded to Assembly Row for report of an assault. Upon arrival, officers spoke with two security guards who stated they were following a male party who was suspected of breaking into a car. When they approached the male party, he turned around and brandished a knife at them. Officers located the suspect and he was placed under arrest.",42.395503039719635,-71.08039002773805
23062864,10/29,2023,First Half (4PM - Midnight),120,Robbery,"The taking of anything of value from the control, custody, or care of another person by force or threat of force and/or by putting the victim in fear of immediate harm.",Robbery,Crimes against Property,250173507011002,7              ,January 1st 2024 - October 3rd 2023 Crime News,10/29/23,8:18 PM,Robbery,"Somerville Police responded to a business on Broadway for report of a robbery. Upon arrival, officers spoke with the clerk who stated a male party entered the store and asked her how much cigarettes were. When she turned around, the male ran around the counter then brandished a small handgun and forced her to open the register. He took approximately $2300 USD and",42.40617092981891,-71.13066218598146
23063040,10/30,2023,First Half (4PM - Midnight),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173514043000,1              ,January 1st 2024 - October 3rd 2023 Crime News,10/30/23,5:26 PM,Residential Breaking & Entering,a female party reported a past breaking and entering at her residence on Franklin St. The victim stated her neighbor entered her apartment and turned off her music. Officers identified the suspect.,42.38441444133131,-71.08542665605971
23063142,10/31,2023,Day Shift (8AM - 4PM),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173513001004,3              ,January 1st 2024 - October 3rd 2023 Crime News,10/31/23,10:43 AM,Assault,"Somerville Police responded to School St for report of an assault. Upon arrival, officers spoke with the victim who stated she got into an argument with a tow truck driver. During the argument, the tow truck driver pushed himself into her causing her to fall.",42.385344675315324,-71.09916612560313
23063218,10/31,2023,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173501051017,4              ,January 1st 2024 - October 3rd 2023 Crime News,10/31/23,7:17 PM,Assault,"Somerville Police responded to 110 Governor Winthrop Rd for a fight. Upon arrival, officers spoke with a juvenile female who stated she was trick or treating and was attacked by three juvenile males on bikes.",42.397056672468885,-71.08922750798796
23063401,11/1,2023,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173515001007,2              ,January 1st 2024 - October 3rd 2023 Crime News,11/1/23,5:09 PM,Assault,"a male party reported a past assault at 14 McGrath Hwy. He stated that earlier in the day, he was walking to Star Market and was involved in an altercation with a male operating a vehicle. During the altercation, the male suspect drove the vehicle toward him and attempted to hit him with it.",42.37408118900263,-71.08512525863847
23063511,11/2,2023,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173504005000,6              ,January 1st 2024 - October 3rd 2023 Crime News,11/2/23,2:44 AM,Residential Breaking & Entering,"Somerville Police responded to Willow Ave for report of a breaking and entering in progress. Upon arrival, officers spoke with the victim who stated she heard someone open her back door then heard the door",42.39971007746298,-71.11350113028236
23063696,11/2,2023,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173501091002,4              ,January 1st 2024 - October 3rd 2023 Crime News,11/2/23,8:27 PM,Assault,"Somerville Police responded to a business on Mystic Ave for report of an assault. Upon arrival, officers spoke with a juvenile male victim who stated he was attacked by another juvenile male. The victim",42.39569125969593,-71.09020335527103
23063921,11/3,2023,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173501091019,4              ,January 1st 2024 - October 3rd 2023 Crime News,11/3/23,9:22 PM,Assault,"Somerville Police responded to a business on Mystic Ave for report of an assault. Upon arrival, officers spoke with three victims who stated while inside the business, they were attacked by a male party. One of the victims suffered an injury to his face.",42.393748699475495,-71.08823385100128
23064220,11/5,2023,Day Shift (8AM - 4PM),23H,All Other Larceny,All thefts which do not fit any of the Larceny/Theft or specific subcategories identified.,Larceny/Theft Offenses,Crimes against Property,250173501061012,1              ,January 1st 2024 - October 3rd 2023 Crime News,11/5/23,2:50 PM,Arrest,Somerville Police responded to a hotel in Assembly Row after employees found two firearms and two bags of methamphetamine in a safe in one of the rooms. The room was registered under a male and female party who returned to the hotel shortly after to retrieve some belongings. Officers then placed them under arrest. Officers recovered two firearms and a large quantity of methamphetamine. Both firearms were reported stolen.,42.39362943087034,-71.07982108611412
23064540,11/7,2023,Day Shift (8AM - 4PM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173509003000,6              ,January 1st 2024 - October 3rd 2023 Crime News,11/7/23,8:29 AM,Assault,"Somerville Police responded to 403 Highland Ave for report of a fight. Upon arrival, officers spoke with the victim who stated he was in the parking garage and was approached by a female party who kicked him. A male party then came over and brandished a knife at the victim. Officers identified the male and female suspect.",42.39623115097526,-71.12111300425688
23064889,11/8,2023,First Half (4PM - Midnight),13B,Simple Assault,"An unlawful physical attack by one person upon another where neither the offender displays a dangerous weapon, nor the victim suffers obvious severe or aggravated bodily injury involving apparent broken bones, loss of teeth, possible internal injury, severe laceration, or loss of consciousness.",Assault Offenses,Crimes against Person,250173509003017,6              ,January 1st 2024 - October 3rd 2023 Crime News,11/8/23,6:10 PM,Assault,"Somerville Police responded to a restaurant on Elm St for a fight. Upon arrival, officers spoke with an employee who stated he was involved in an argument with a customer and during the argument, the customer punched him. Officers identified the suspect.",42.39470079710367,-71.12217502733853
23065027,11/9,2023,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173512041006,3              ,January 1st 2024 - October 3rd 2023 Crime News,11/9/23,11:30 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Somerville Ave for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated copper pipe was stolen from his basement.",42.384358114636925,-71.11006664986938
23065029,11/9,2023,Day Shift (8AM - 4PM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173513002010,3              ,January 1st 2024 - October 3rd 2023 Crime News,11/9/23,11:46 AM,Arrest,"Somerville Housing Police responded to Warren Ave for report of a stabbing. Upon arrival, officers spoke with the victim who stated he was involved in an argument with his neighbor. During the argument, his neighbor brandished a knife and sliced him with it. Officers located the suspect and he",42.38069554047191,-71.0955931937221
23065351,11/10,2023,First Half (4PM - Midnight),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173501071017,1              ,January 1st 2024 - October 3rd 2023 Crime News,11/10/23,10:22 PM,Assault,"Somerville Police responded to a business on Broadway for an unwanted. Upon arrival, officers spoke with the victim who stated a male party began harassing him then pulled out a gun and shot a round near his head. The victim was not struck and did not have any injuries. Officers recovered a",42.388928792076065,-71.08437183413557
23065655,11/12,2023,Day Shift (8AM - 4PM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173511011000,5              ,January 1st 2024 - October 3rd 2023 Crime News,11/12/23,3:56 PM,Arrest,"Somerville Police responded to a business on Woodbine St for report of an assault. Upon arrival, officers spoke with the victim who stated he was involved in an argument with an employee. During the argument, the employee chased him with scissors and attempted to hit him with a water dispenser. Officers identified the suspect and he was placed under arrest.",42.391968707475414,-71.1054474998316
23065816,11/13,2023,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173501082009,4              ,January 1st 2024 - October 3rd 2023 Crime News,11/11/23,12:45 PM,Residential Breaking & Entering,"Somerville Police took a report from a female party who stated she was out of her house and when she arrived home, noticed several pairs of gloves and two watches were missing.",42.39397328864861,-71.09466968337772
23067887,11/25,2023,Last Half (Midnight - 8AM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173514032000,1              ,January 1st 2024 - October 3rd 2023 Crime News,11/25/23,1:31 AM,Assault,"Somerville Police responded to Franklin St for report of a fight. Upon arrival, officers spoke with the victim who stated he was approached by a male party who brandished a knife and demanded money. The victim stated he didn’t have any money and the suspect truck him with a baseball bat.",42.38639254247128,-71.08348224736689
23067915,11/25,2023,Day Shift (8AM - 4PM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173509003017,6              ,January 1st 2024 - October 3rd 2023 Crime News,11/25/23,11:00 AM,Assault,a female party came into the station and reported a road rage incident. She stated she was parking her car and accidentally hit another car. The driver of the other car then exited and brandished a knife at her.,42.39470079710367,-71.12217502733853
23067937,11/25,2023,Day Shift (8AM - 4PM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173509003001,6              ,January 1st 2024 - October 3rd 2023 Crime News,11/25/23,3:14 PM,Assault,"Somerville Police responded to a business on Elm St for report of a past assault. Upon arrival, officers spoke with the reporting party who stated her son was inside the business and spilled a drink on another male. The other male then punched him causing him to suffer a broken jaw.",42.39569505988394,-71.12153819630898
23068023,11/26,2023,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173501061005,1              ,January 1st 2024 - October 3rd 2023 Crime News,11/26/23,3:12 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Foley St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated he was sleeping and heard the sound of a door close. He got up and noticed his laptop was stolen.",42.392539195163344,-71.07890313011109
23068154,11/27,2023,Last Half (Midnight - 8AM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173507021011,7              ,January 1st 2024 - October 3rd 2023 Crime News,11/27/23,2:02 AM,Commercial Breaking & Entering,"Somerville Police responded to a business on Alewife Brook Pkwy for an alarm call. They viewed surveillance video which showed, at 1:46 AM, a male party take a brick off the ground and throw it at the glass door, shattering it. Nothing was reported stolen.",42.41259645172597,-71.12942738835635
23068195,11/27,2023,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173504004007,6              ,January 1st 2024 - October 3rd 2023 Crime News,11/27/23,8:35 AM,Arrest,"Somerville Police responded to a business on Elm St for a past breaking and entering. Upon arrival, officers spoke with the reporting party who stated he noticed a male and female drinking inside the business. Both suspects fled prior to police arrival. Shortly after, the suspects were located at the MBTA station and placed under arrest.",42.39682547365073,-71.12103833993245
23068273,11/27,2023,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173510011000,3              ,January 1st 2024 - October 3rd 2023 Crime News,11/27/23,3:50 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Elm St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated a male party walked up her fire escape and climbed into her kitchen window. He then climbed back out the window and fled onto Porter St.",42.387186521787285,-71.11226495103459
23068372,11/28,2023,Last Half (Midnight - 8AM),13A,Aggravated Assault,"An unlawful attack by one person upon another wherein the offender uses a dangerous weapon or displays it in a threatening manner or the victim suffers obvious severe or aggravated bodily injury, or where there was a risk for serious injury/intent to seriously injure.",Assault Offenses,Crimes against Person,250173514042004,1              ,January 1st 2024 - October 3rd 2023 Crime News,11/18/23,6:44 AM,Assault,"Somerville Police responded to Gilman St for report of an assault. Upon arrival, officers spoke with the victim who stated he was involved in an argument with another male. During the argument, the male suspect brandished a knife and threatened to kill him.",42.38683062727606,-71.09283202398682
23068459,11/28,2023,Day Shift (8AM - 4PM),220,Burglary/Breaking And Entering,The unlawful entry into a building or some other structure to commit a felony or a theft.,Burglary/Breaking And Entering,Crimes against Property,250173514035002,1              ,January 1st 2024 - October 3rd 2023 Crime News,11/28/23,3:29 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Perkins St for report of a larceny. Upon arrival, officers spoke with the victim who stated that he observed his fire escape open then noticed that marijuana was",42.38460266854217,-71.08185613960943
