Source,Case Number,Date,Time,Type,Description
December 30th 2024 - October 1st 2024 Crime News,24068293,10/31/24,10:33 PM,Armed Robbery,"Somerville Police responded to Somerville Ave for report of an armed robbery. Upon arrival, officers spoke with the victim who stated het met up with a male party on Woodstock St to sell some sneakers. When the male party arrived, he pulled out a gun and stole the victims sneakers."
December 30th 2024 - October 1st 2024 Crime News,24067964,10/30/24,2:46 PM,Assault,"Somerville Police responded to the East Somerville Community School for a weapons call. Upon arrival, officers spoke with the reporting party who stated a juvenile male was shooting people on the soccer field"
December 30th 2024 - October 1st 2024 Crime News,24068911,11/3/24,9:04 PM,Assault,Somerville Police were flagged down by a male party on Broadway who stated he was dropping off his daughter and was approached by a male party who began to fight him. Officers identified the suspect.
December 30th 2024 - October 1st 2024 Crime News,24068423,11/1/24,12:20 PM,Residential Breaking & Entering,Somerville Police took a report regarding a past breaking and entering at a multifamily complex on Bow St. The victim who stated his bike was stolen from the building common area.
December 30th 2024 - October 1st 2024 Crime News,24068755,11/3/24,12:13 AM,Assault,Somerville Police were flagged down by a male party on Walnut St who stated he was walking home and was attacked by three young males. The victim suffered injuries to his face.
December 30th 2024 - October 1st 2024 Crime News,24068560,11/2/24,12:30 AM,Arrest,"Somerville Police responded to Sunset Rd for a weapons call. Upon arrival, officers spoke with a group of Tufts students who stated they were standing outside and were approached by a male party holding a machete. The suspect then slammed the machete on the ground in front of them. Officers located the suspect and he was placed under arrest. 24066675, 24066760, 24067553: From 10/23-10/24, Somerville Police took three reports of scooter thefts from the High School. Officers identified the juvenile suspects involved"
December 30th 2024 - October 1st 2024 Crime News,24065716,10/21/24,10:10 AM,Assault,"Somerville Police responded to Grand Union Blvd for report of an assault. Upon arrival, officers spoke with a victim who stated a male party spit on her and several other people. Officers identified the male"
December 30th 2024 - October 1st 2024 Crime News,24065429,10/20/24,12:09 AM,Assault,"Somerville Police responded to College Ave for report of an assault. Upon arrival, officers spoke with a victim who stated a male party brandished a knife and ran at him."
December 30th 2024 - October 1st 2024 Crime News,24065075,10/18/24,2:14 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Ellsworth St for a past breaking and entering. Upon arrival, officers spoke with the victim who stated she left her house and when she returned, noticed her daughter’s bedroom door was broken. Nothing was reported missing."
December 30th 2024 - October 1st 2024 Crime News,24066338,10/23/24,1:35 PM,Commercial Breaking & Entering,"Somerville Police responded to a construction site on Somerville Ave for a past breaking and entering. Upon arrival, officers spoke with the reporting party who stated a male party broke into the site and"
December 30th 2024 - October 1st 2024 Crime News,24066368,10/23/24,4:45 PM,Arrest,"Somerville Police were conducting a patrol in the area of Statue Park. While patrolling, officers observed a male party brandishing a baton and threatening people with it. The male suspect was then placed"
December 30th 2024 - October 1st 2024 Crime News,24067483,10/28/24,11:51 AM,Bank Robbery,"Somerville Police responded to a bank on Cutter Ave for report of a robbery. Upon arrival, officers spoke with a teller who stated a male party entered the bank then handed her a note demanding money. The suspect was given cash and fled in a vehicle."
December 30th 2024 - October 1st 2024 Crime News,24065673,10/21/24,2:00 AM,Shots Fired,"Somerville Police responded to Memorial Rd for report of shots fired. Upon arrival, officers recovered one hollow point round and one spent casing. Investigation is ongoing."
December 30th 2024 - October 1st 2024 Crime News,24064663,10/16/24,7:58 PM,Commercial Breaking & Entering,"Somerville Police responded to a business on Broadway for report of a past breaking an entering. Upon arrival, officers spoke with the owner who stated a male party broke the store window then entered and began to look through the counter. Nothing was reported missing."
December 30th 2024 - October 1st 2024 Crime News,24066808,10/25/24,12:46 PM,Assault,"Somerville Police responded to the High School for report of someone trying to steal a bicycle. Upon arrival, officers spoke with the reporting party who stated a juvenile male was trying to cut the lock off a bike and assaulted a staff member trying to restrain him."
December 30th 2024 - October 1st 2024 Crime News,24067602,10/28/24,10:38 PM,Assault,"Somerville Police responded to Broadway for report of an assault. Upon arrival, officers spoke with the victim who stated he was playing poker with two males and one of the males stabbed him in the"
December 30th 2024 - October 1st 2024 Crime News,24063136,10/10/24,12:00 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Prospect St for a past breaking and entering. Upon arrival, officers spoke with the victim who stated he was sleeping and awoke to a male party in his room attempting to take his backpack. The victim confronted the suspect and the suspect fled"
December 30th 2024 - October 1st 2024 Crime News,24063206,10/10/24,8:10 AM,Arrest,"Somerville Police responded to a residence on Line St for a breaking and entering in progress. While enroute, officers were given a suspect description and located a male party matching the description on scene. He was then placed under arrest."
December 30th 2024 - October 1st 2024 Crime News,24063238,10/10/24,11:48 AM,Arrest,"Somerville Police responded to Statue Park for a male that was chasing people with an axe. Upon arrival, officers spoke with the victim who stated a male party began swinging the axe at her during a confrontation. Officers then located the male holding the axe and demanded he drop it. The male suspect was then placed under arrest."
December 30th 2024 - October 1st 2024 Crime News,24063851,10/12/24,8:51 PM,Robbery,"Somerville Police responded to 14 Broadway for report of a robbery. Upon arrival, officers spoke with the victim who stated a male party pushed and kicked him then stole his phone and cash."
December 30th 2024 - October 1st 2024 Crime News,24063554,10/11/24,1:47 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Pearl St for a past breaking and entering. Upon arrival, officers spoke with the victim who stated her bicycle was stolen from her enclosed porch."
December 30th 2024 - October 1st 2024 Crime News,24063825,10/12/24,6:28 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Concord Ave for a past breaking and entering. Upon arrival, officers spoke with the victim who stated someone entered her apartment and pushed the ceiling tiles in her bathroom. Nothing was reported missing."
December 30th 2024 - October 1st 2024 Crime News,24063829,10/12/24,6:47 PM,Assault,"Somerville Police responded to Alewife Brook Pkwy for an assault. Upon arrival, officers spoke with the victim who stated she got into a traffic altercation with a female party. During the altercation, the female party drove toward the victim but stopped before hitting her. Officers identified"
December 30th 2024 - October 1st 2024 Crime News,24062359,10/6/24,11:54 PM,Attempted Robbery,"Somerville Police responded to Walnut St for report of a robbery. Upon arrival, officers spoke with two victims who stated they were sitting in their car at Leathers Park and were approached by two males who demanded their money and car. The victims stated they saw a black object resembling a handgun in one of the suspects waistbands. The victims then fled the area. Shortly after, officers spoke with two more victims who stated while they were walking home near Walnut St & Gilman St, two males approached them and demanded their money. The victims both fled the area to their home."
December 30th 2024 - October 1st 2024 Crime News,24062011,10/5/24,3:58 PM,Bomb Threat,Somerville Police took a report regarding a bomb threat at Somerville Central Park and Library. Officers evacuated the library then began to search the building and surrounding area for explosives. No explosives were located and the area was deemed safe.
December 30th 2024 - October 1st 2024 Crime News,24062255,10/6/24,2:36 PM,Threat,"Somerville Police responded to the Central Library for report of someone possibly on the roof with a firearm. Upon arrival, officers conducted a search of the roof and did not locate anyone or anything suspicious. Officers also searched the East and West libraries and did not locate anyone."
September 30th 2024 - July 2nd 2024 Crime News,24059774,9/26/24,8:43 PM,Assault,"Somerville Police responded to College Ave for report of a past assault. Upon arrival, officers spoke with the victim who stated he was in Statue Park and was attacked by two males."
September 30th 2024 - July 2nd 2024 Crime News,24059437,9/25/24,2:10 PM,Assault,"Somerville Police responded to a business on Somerville Ave for report of a past assault. Upon arrival, officers spoke with the victim who stated he was waiting to use the bathroom and was attacked by a male"
September 30th 2024 - July 2nd 2024 Crime News,24056949,9/26/24,11:34 AM,Arrest,"Somerville Police responded to Broadway for report of an intoxicated male. Upon arrival, officers observed a male party yelling profanities and kicking a building. The victim stated the male party was sleeping in the doorway and pushed the door into the victim striking him on his side. Officers placed the male suspect under arrest."
September 30th 2024 - July 2nd 2024 Crime News,24060462,9/29/24,6:20 PM,Robbery,"Somerville Police responded to a business on Broadway for a robbery. Upon arrival, officers spoke with the clerk who stated a male party entered then brandished a kitchen knife and demanded money from the register. He was given money then fled onto Brighton St."
September 30th 2024 - July 2nd 2024 Crime News,24057908,9/19/24,9:59 AM,Assault,"Somerville Police responded to Partridge Ave for report of an assault. Upon arrival, officers spoke with the victim who stated he got into an altercation with a male party known to him. During the altercation, the male party grabbed the victim’s neck then threatened him with a hammer. Officers"
September 30th 2024 - July 2nd 2024 Crime News,24057637,9/18/24,11:11 AM,Assault,"Somerville Police responded to Davis Sq for report of a fight. Upon arrival, officers spoke with two male parties who stated they were involved in a fight with each other. Officers identified both males."
September 30th 2024 - July 2nd 2024 Crime News,24057480,9/17/24,6:54 PM,Assault,"Somerville Police responded to Washington St for report of a past assault. Upon arrival, officers spoke with the victim who stated she was shot with an airsoft gun by two juvenile males riding bicycles."
September 30th 2024 - July 2nd 2024 Crime News,24057466,9/17/24,5:54 PM,Assault,"Somerville Police responded to 299 Broadway for report of a past assault. Upon arrival, officers spoke with the victim who stated he was shot with an airsoft gun by three juvenile males riding bicycles."
September 30th 2024 - July 2nd 2024 Crime News,24057450,9/17/24,5:10 PM,Assault,"Somerville Police responded to Gilman St for report of a past assault. Upon arrival, officers spoke with the victim who stated she was shot with an airsoft gun by three juvenile males riding bicycles."
September 30th 2024 - July 2nd 2024 Crime News,24057127,9/16/24,4:15 PM,Assault,"Somerville Police responded to Beacon St for report of a sick person. Upon arrival, officers spoke with the victim who stated he was walking his dog in the area of Webster Ave & Concord Ave and was shot with an airsoft gun by two juvenile males riding bicycles."
September 30th 2024 - July 2nd 2024 Crime News,24055979,9/11/24,7:10 PM,Residential Breaking and Entering,"Somerville Police responded to a residence on Indiana Ave for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated sometime over the past weekend, someone entered her home and stole her car keys."
September 30th 2024 - July 2nd 2024 Crime News,24055618,9/10/24,9:30 AM,Residential Breaking and Entering,"Somerville Police responded to an apartment complex on Canal Ln for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated two female parties were observed via surveillance inside her apartment. Nothing was reported missing at this time."
September 30th 2024 - July 2nd 2024 Crime News,24055899,9/11/24,12:41 PM,Residential Breaking and Entering,"Somerville Police responded to a residence on Chetwynd Rd for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated someone entered his basement and stole a"
September 30th 2024 - July 2nd 2024 Crime News,24056741,9/14/24,11:21 PM,Assault,"Somerville Police responded to CVS in Davis Sq for report of a male with a knife. Upon arrival, officers spoke with an employee who stated a male party entered the store and was recognized as a frequent shoplifter. The employee then told the suspect he had to leave and the suspect brandished a knife and tried to stab the employee."
September 30th 2024 - July 2nd 2024 Crime News,24056615,9/14/24,12:08 PM,Assault,"Somerville Police responded to Washington St for report of an assault. Upon arrival, officers spoke with the victim who stated she was sitting outside her apartment and was approached by a female party who began to yell at her then spit in her face. Officers identified the female suspect."
September 30th 2024 - July 2nd 2024 Crime News,24056369,9/13/24,11:26 AM,Assault,"Somerville Police responded to Tower St for report of a past assault. Upon arrival, officers spoke with the juvenile victim who stated the day prior, he was attacked by two juvenile males known to him. Officers"
September 30th 2024 - July 2nd 2024 Crime News,24056353,9/13/24,10:11 AM,Assault,"Somerville Police responded to Governor Winthrop Rd for a dispute. Upon arrival, officers spoke with the victim who stated he is a realtor and was showing a house and a male party approached him then forcefully grabbed his arm. Officers identified the male suspect."
September 30th 2024 - July 2nd 2024 Crime News,24056499,9/13/24,9:24 PM,Assault,"Somerville Police responded to Cedar St for report of a group of males throwing items at people. Upon arrival, officers spoke with a female party who stated she and her husband were walking home on Lowell St and were approached by a group of juvenile males. The group of juveniles then began attacking her husband and fled the area. The victim suffered injuries to his nose. Officers"
September 30th 2024 - July 2nd 2024 Crime News,24056642,9/14/24,3:40 PM,Assault,"Somerville Police responded to Chetwynd Rd & Curtis St for a weapons call. Upon arrival, officers spoke with the victim who stated he got into a traffic altercation with a male party. During the altercation, the victim stated the suspect brandished a firearm. Officers located and stopped the suspect"
September 30th 2024 - July 2nd 2024 Crime News,24054468,9/5/24,3:54 PM,Assault,"Somerville Police responded to Mystic Ave for report of a dispute. Upon arrival, officers spoke with the victim who stated he got into a confrontation with a male party. During the confrontation, the male party punched the victim then put on brass knuckles and attempted to punch him again."
September 30th 2024 - July 2nd 2024 Crime News,24054264,9/4/24,8:19 PM,Robbery,"Somerville Police responded to Broadway & North St for report of a robbery. Upon arrival, officers spoke with the juvenile victim who stated he was approached by four males wearing face masks who then proceeded to steal his backpack."
September 30th 2024 - July 2nd 2024 Crime News,24054913,9/7/24,7:39 AM,Commercial Burglary,"Somerville Police responded to a business on Highland Ave for report of a past breaking and entering. Upon arrival, officers spoke with an employee who stated he observed a male party inside his office who then fled toward the train station. Nothing was reported missing."
September 30th 2024 - July 2nd 2024 Crime News,24055297,9/9/24,1:14 AM,Assault,"Somerville Police responded to Bow St for report of a check condition. Upon arrival, officers spoke with the victim who stated she was waiting outside for an Uber and was approached by a male party who began yelling at her. The victim then stated she was calling the police and the male party slapped her phone out of her hand."
September 30th 2024 - July 2nd 2024 Crime News,24054807,9/6/24,8:05 PM,Assault,"Somerville Police responded to Dilboy Stadium for report of a fight. Upon arrival, officers encountered a group of juvenile females fighting by the entrance. Officers then began escorting the juvenile victim out of the stadium and three females began attacking her. Officers identified the females"
September 30th 2024 - July 2nd 2024 Crime News,24052808,8/29/24,7:15 PM,Assault,"Somerville Housing Police responded to Weston Ave for report of a past assault. Upon arrival, officers spoke with the victim who stated he invited a male party inside his apartment and the male party threatened him with an object. Officers identified the male suspect."
September 30th 2024 - July 2nd 2024 Crime News,24053399,9/1/24,2:36 PM,Robbery,"Somerville Police responded to Elm St for report of an attempted larceny. Upon arrival, officers spoke with the victim who stated that he entered his vehicle parked in front of his home and was approached by a male party. The male then put his hand in his pocket and motioned as if he had a weapon. The male then stated he wanted something but it was unknown what it was. The victim was able to drive away."
September 30th 2024 - July 2nd 2024 Crime News,24053415,9/1/24,3:30 PM,Assault,"Somerville Police responded to Elm St for a weapons call. Upon arrival, officers spoke with the victim who stated he was on his scooter and was approached by a male party who proceeded to brandish a knife. The victim yelled at him and the suspect fled the area."
September 30th 2024 - July 2nd 2024 Crime News,24051191,8/22/24,11:06 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Marshall St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated he left his apartment and when he returned, observed his apartment door had been damaged and was slightly ajar. Nothing was"
September 30th 2024 - July 2nd 2024 Crime News,24050734,8/20/24,7:40 PM,Robbery,"Somerville Police responded to Assembly Row for report of an armed robbery with a knife. Upon arrival, officers spoke with a juvenile victim who stated he was approached by two juvenile males who brandished knives and demanded he give them his shoes and other belongings. Officers"
September 30th 2024 - July 2nd 2024 Crime News,24050603,8/20/24,9:51 AM,Assault,"Somerville Police took a report from a female victim who stated the day prior while walking on Curtis St, a vehicle pulled up next to her and the occupants began talking to her. The vehicle then took off and the victim was shot in the face with a BB gun. The victim did not have any injuries."
September 30th 2024 - July 2nd 2024 Crime News,24052047,8/26/24,9:08 PM,Assault,"Somerville Police responded to 247 Elm St for report of an assault. Upon arrival, officers spoke with the victim who stated he was approached by a male party after withdrawing money form the ATM. The victim attempted to leave the area and male suspect brandished a knife/box cutter at him. The victim then ran into a nearby business for help."
September 30th 2024 - July 2nd 2024 Crime News,24051494,8/24/24,10:52 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Highland Ave for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated frozen meat was stolen from his freezer."
September 30th 2024 - July 2nd 2024 Crime News,24051310,8/23/24,12:29 PM,Residential Breaking & Entering,"Somerville Police responded to a apartment on Broadway for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated she left her apartment and when she returned, observed a male party inside. The male suspect then left out the front door. Nothing"
September 30th 2024 - July 2nd 2024 Crime News,24049299,8/14/24,1:49 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Heath St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated someone broke into his house and stole numerous"
September 30th 2024 - July 2nd 2024 Crime News,24049684,8/16/24,2:39 AM,Arrest,"Somerville Police responded to a residence on Russell St for report of a breaking and entering in progress. Upon arrival, officers observed a male party walking around inside the residence. He was placed"
September 30th 2024 - July 2nd 2024 Crime News,24050313,8/18/24,10:34 PM,Robbery,"Somerville Police responded to 389 Highland Ave for report of a larceny. Upon arrival, officers spoke with the victim who stated he was with his friends in the area of Seven Hills Park and a male party approached them. The male suspect then punched the victim in the face and stole his"
September 30th 2024 - July 2nd 2024 Crime News,24050348,8/19/24,2:26 AM,Assault,"Somerville Police responded to an apartment complex on Broadway for report of an injured party. Upon arrival, officers spoke with the victim who stated sometime last week she was attacked by a male and female in Seven Hills Park. The victim suffered injuries to her eye and stomach."
September 30th 2024 - July 2nd 2024 Crime News,24049855,8/16/24,4:23 PM,Assault,"Somerville Police responded to a business in Assembly Row for report of an assault. Upon arrival, officers spoke with an employee who stated a juvenile male entered the store and stole two drinks. The suspect then came back to the store later and threw a bottle at the employee’s head."
September 30th 2024 - July 2nd 2024 Crime News,24048860,8/12/24,8:54 PM,Assault,"Somerville Police responded to 115 Broadway for report of an assault. Upon arrival, officers spoke with the victim who stated he was assaulted nearby but would not provide any further information. The victim had injuries to his stomach, fingers and elbow."
September 30th 2024 - July 2nd 2024 Crime News,24048684,8/12/24,2:55 AM,Assault,Somerville Police were flagged down on College Ave for a female party in distress. She stated that she was approached by another female near the Davis Sq train station and was sprayed with mace.
September 30th 2024 - July 2nd 2024 Crime News,24044429,7/31/24,5:23 PM,Robbery,"Somerville Police took a report regarding an armed robbery that occurred the day prior. The juvenile victim stated he communicated with a male known via SnapChat and agreed to sell him a pair of sneakers. The victim and his friend then drove to the meetup location and were met by two males who proceeded to enter the victim’s vehicle. Once inside, the suspects brandished firearms at the victims then took control of vehicle and drove to banks in Cambridge and Medford where they had the victims withdraw money. The suspects then drove the vehicle back to Somerville and exited. Prior to leaving the area, the suspects stole the victims cell phones, a pair of sneakers and a gold chain."
September 30th 2024 - July 2nd 2024 Crime News,24046152,7/31/24,8:11 PM,Assault,Somerville Police took a report regarding an assault that occurred on 7/29/24. The victim stated he was walking in Assembly Row and was approached by two young males who began attacking him. The victim suffered a concussion and injuries to his nose.
September 30th 2024 - July 2nd 2024 Crime News,24046153,7/31/24,8:29 PM,Arrest,"Somerville Police responded to a business in Twin City Plaza for a weapons call. Upon arrival, officers spoke with the victim who stated a male party was observed shoplifting. When the victim confronted the suspect, the suspect pushed him and pulled out a weapon believed to be a knife. The suspect was located and placed under arrest."
September 30th 2024 - July 2nd 2024 Crime News,24047011,8/4/24,2:31 PM,Assault,"Somerville Police responded to Glen St for report of a fight. Upon arrival, officers spoke with the victim who stated he exited his vehicle after returning home and was punched by a male party. Officers identified the"
September 30th 2024 - July 2nd 2024 Crime News,24047137,8/5/24,8:50 AM,Arrest,"Somerville Police responded to 1366 Broadway for a fight. Upon arrival, officers spoke with the victim who stated he got into a fight with one of his co-workers and was pepper sprayed. Officers located the male suspect and he was placed under arrest."
September 30th 2024 - July 2nd 2024 Crime News,24046567,8/2/24,2:17 PM,Arrest,"Somerville Police responded to Dartmouth St for a weapons call. Upon arrival, officers spoke with two witnesses who stated two males were involved in a fight. During the fight, one of the males struck the victim with an airsoft gun. Officers located the suspect and he was placed under arrest."
September 30th 2024 - July 2nd 2024 Crime News,24044429,7/24/24,5:23 PM,Assault,"Somerville Police responded to Richdale Ave for report of a past assault. Upon arrival, officers spoke with the victim who stated she was walking her dog and was then punched by her neighbor after they got into an argument. Officers identified the suspect."
September 30th 2024 - July 2nd 2024 Crime News,24045414,7/28/24,7:11 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Aldrich St for report of a past breaking and entering. Upon arrival, officers spoke with the landlord who stated a former tenant broke into another tenant’s room and damaged several belongings. Officers identified the suspect."
September 30th 2024 - July 2nd 2024 Crime News,24043038,7/18/24,8:09 PM,Assault,"Somerville Police responded to a business on McGrath Hwy for report of a larceny. Upon arrival, officers spoke with an employee who stated a male party entered and stole a prepaid meal. The suspect then shoved an employee trying to stop him."
September 30th 2024 - July 2nd 2024 Crime News,24043485,7/20/24,5:30 PM,Assault,"Somerville Police responded to Middlesex Ave for an assault. Upon arrival, officers spoke with the victim who stated he got into a traffic altercation with a female party. During the altercation, the female spit"
September 30th 2024 - July 2nd 2024 Crime News,24043226,7/19/24,1:10 PM,Assault,"Somerville Police responded to 79 Highland Ave for report of an assault. Upon arrival, officers spoke with the victim who stated he was outside the library and was attacked by a group of juveniles. The victim"
September 30th 2024 - July 2nd 2024 Crime News,24043340,7/19/24,10:47 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Moreland St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated someone broke into her house via the back"
September 30th 2024 - July 2nd 2024 Crime News,24044068,7/23/24,9:42 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Lexington Ave for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated someone broke into her garage and stole a"
September 30th 2024 - July 2nd 2024 Crime News,24040886,7/10/24,9:33 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Vernon St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated a male party stole a bicycle and electric scooter from"
September 30th 2024 - July 2nd 2024 Crime News,24041406,7/12/24,10:13 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Vernon St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated two bikes were stolen from her house while she was"
September 30th 2024 - July 2nd 2024 Crime News,24041341,7/12/24,3:56 AM,Assault,"Somerville Police responded to College Ave for report of a man bleeding. Upon arrival, officers observed a male victim suffering from an injury to his head. The victim stated he was sitting in Seven Hills Park and was struck from behind with a crowbar."
September 30th 2024 - July 2nd 2024 Crime News,24040768,7/9/24,6:16 PM,Assault,"Somerville Police responded to Powder House Blvd for report of threats. Upon arrival, officers spoke with the victim who stated she was biking home from work and got into an altercation with a male party on the bike path. During the altercation, the male party grabbed his bike lock and threatened to hit the victim with it."
September 30th 2024 - July 2nd 2024 Crime News,24041233,7/11/24,4:07 PM,Arrest,"Somerville Police responded to Union Sq for a fight. Upon arrival, officers spoke with a juvenile victim who stated she got into an altercation with a female party. During the altercation, the female suspect attacked the victim then destroyed some of her belongings. Officers located the suspect and she"
September 30th 2024 - July 2nd 2024 Crime News,24041437,7/12/24,12:11 PM,Firearm / Narcotics Recovery,Somerville Police conducted a motor vehicle stop on Pearl St & Delaware St. The operator was determined to have an active warrant and was placed under arrest. Officers then searched the vehicle and found a loaded firearm as well as approximately 30 grams of crack cocaine.
September 30th 2024 - July 2nd 2024 Crime News,24041566,7/13/24,9:37 PM,Assault,"Somerville Police responded to Rose St for report of a man holding a gun. Upon arrival, officers spoke with several witnesses who stated they observed a male party operating a vehicle arguing with a female on the sidewalk. Reportedly, the male party then pointed a dark object at the female which may"
September 30th 2024 - July 2nd 2024 Crime News,24041964,7/14/24,9:00 PM,Commercial Breaking & Entering,"Somerville Police responded to a gas station on Boston Ave for report of a B&E. Upon arrival, officers spoke with the reporting party who stated he observed a male and female enter the gas station, steal items then flee in a vehicle. Officers conducted a walkthrough of the business with the owner and nothing appeared to be damaged. It’s unknown if anything was stolen at this"
September 30th 2024 - July 2nd 2024 Crime News,24041558,7/12/24,9:11 PM,Assault,"Somerville Police responded to Assembly Row for report of an assault. Upon arrival, officers spoke with the victim who stated he was involved in an altercation with a male party operating a vehicle. During the altercation, the male suspect kicked the victim then fled in his vehicle and struck three individuals trying to stop him."
September 30th 2024 - July 2nd 2024 Crime News,24041154,7/11/24,10:16 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Knowlton St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated the property is under construction and he observed a male party sleeping on his porch. He then observed the screen to his window was cut and the window left open. Nothing was reported missing."
September 30th 2024 - July 2nd 2024 Crime News,24042272,7/16/24,8:32 AM,Residential Breaking & Entering,"Somerville Police responded to a residence on Central St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated the property is under construction and tools were"
September 30th 2024 - July 2nd 2024 Crime News,24041725,7/13/24,4:32 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Alpine St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated two bicycles were stolen from the common hallway of"
September 30th 2024 - July 2nd 2024 Crime News,24041702,7/13/24,2:29 PM,Arrest,"Somerville Police responded to Dartmouth St for report of someone throwing bottles. Upon arrival, officers spoke with the victim who stated he was outside and a male party began yelling at him then threw glass beer bottles at him. Officers located the male suspect and he was placed under"
September 30th 2024 - July 2nd 2024 Crime News,24041567,7/12/24,9:37 PM,Arrest,"Somerville Police responded to a residence on Summer St for report of an assault. Upon arrival, officers spoke with the victim who stated he his neighbor broke into his house then attacked him. Officers located the suspect and he was placed under arrest."
September 30th 2024 - July 2nd 2024 Crime News,24039741,7/5/24,12:02 AM,Assault,"Somerville Police responded to Perkins St for report of a fight. Upon arrival, officers spoke with two victims who stated they were outside and observed their friend in altercation with a male party. They went over to see what was going on and the male suspect pulled out a machete and began waving it at all of them. Officers identified the male suspect."
September 30th 2024 - July 2nd 2024 Crime News,24039262,7/2/24,3:51 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Adrian St for report of a past breaking and entering. Upon arrival, officers spoke with the victim who stated he went out and when he returned, noticed his camera"
September 30th 2024 - July 2nd 2024 Crime News,24040572,7/8/24,10:15 PM,Residential Breaking & Entering,"Somerville Police responded to a residence on Park Ave for a check condition. Upon arrival, officers spoke with the victim who stated a male party who lives nearby entered his house. Nothing was reported missing. Officers identified the male suspect."
September 30th 2024 - July 2nd 2024 Crime News,24040487,7/8/24,4:08 PM,Assault,"Somerville Police responded to the West Branch Library for report of a dispute. Upon arrival, officers spoke with the staff who stated they wanted a female party removed after she assaulted another individual inside. Officers identified the female suspect."
July 1st 2024 - April 2nd 2024 Crime News,24037631,6/25/24,10:37 AM,Assault,"Somerville Police responded to a business on Beacon St for report of a past assault. Upon arrival, officers spoke with the two victims who stated they were involved in an argument with a male party inside the store. During the argument, the male suspect brandished a pocketknife. Officers"
July 1st 2024 - April 2nd 2024 Crime News,24038485,6/28/24,9:25 PM,Assault,"Somerville Police responded to 275 Broadway for report of an assault. Upon arrival, officers spoke with the victim who stated he got into an argument with a male party. During the argument, the male suspect struck the victim with a wooden object. The victim suffered wounds to his arm"
July 1st 2024 - April 2nd 2024 Crime News,24038370,6/28/24,12:41 PM,Assault,"Somerville Police responded to Statue Park for report of a dispute. Upon arrival, officers spoke with two male parties who stated they were involved in a fight with each other. During the fight, one of the individuals brandished a knife. Officers identified both male parties."
July 1st 2024 - April 2nd 2024 Crime News,24039153,7/2/24,6:39 AM,Assault,"Somerville Police responded to 4 College Ave for report of a fight. Upon arrival, officers spoke with the victim who stated he was sitting in Statue Park then got into a fight with another male party. During the fight, the male suspect brandished a knife. Officers identified the male suspect."
July 1st 2024 - April 2nd 2024 Crime News,24038381,6/28/24,1:24 PM,Commercial Breaking & Entering,"Somerville Police responded to a business on Highland Ave for report of a past breaking and entering. Upon arrival, officers spoke with the reporting party who stated three checks were missing from an office. Officers reviewed surveillance footage and observed a male party entering the"
July 1st 2024 - April 2nd 2024 Crime News,24036747,6/21/24,7:45 AM,Residential Breaking and Entering,"Somerville Police responded to a residence on Albion St for a past breaking and entering. Upon arrival, officers spoke with the reporting party who stated he noticed the door to his neighbors shed was open while his neighbors were on vacation. Nothing was reported missing."
July 1st 2024 - April 2nd 2024 Crime News,24036250,6/18/24,9:42 PM,Assault,"Somerville Police responded to College Ave for a sick person. Upon arrival, officers spoke with the victim who stated he was sleeping beside the library and was awoken by three males attempting to steal his belongings. The victim confronted the males, and the male suspects began to attack"
July 1st 2024 - April 2nd 2024 Crime News,24037038,6/22/24,2:41 PM,Assault,"Somerville Police responded to a business on Broadway for report of a male with a knife. Upon arrival, officers spoke with the victim who stated he was involved in an argument with a male party after his drink was thrown away. During the argument, the male suspect brandished a folding knife and began to walk toward the victim."
